Point ID,density,Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude
7583,1,0.0025785,0.00116585,0.999996,1,-27,-38,-0.968664,46.6255,0.000112285,2.23141e-05,3.42067e-06,0.000114531
7641,1,0.00271037,0.00122356,0.999996,1,-27,-37,-0.969906,45.8142,0.000108809,2.6245e-05,3.23719e-06,0.000111976
7699,1,0.00269333,0.00146524,0.999995,1,-27,-36,-0.971116,45.0105,0.000102449,2.76582e-05,2.89043e-06,0.000106156
7758,1,0.0023718,0.00204015,0.999995,1,-27,-35,-0.972843,44.2148,9.81197e-05,3.15259e-05,2.73002e-06,0.000103096
7816,1,0.00218154,0.00252436,0.999994,1,-27,-34,-0.97521,43.4275,9.63901e-05,3.80905e-05,2.5817e-06,0.000103675
7872,1,0.00222904,0.00281151,0.999994,1,-27,-33,-0.977915,42.6492,9.45468e-05,4.46225e-05,2.29425e-06,0.000104573
7928,1,0.00236822,0.00302323,0.999993,1,-27,-32,-0.980866,41.8803,9.21317e-05,5.05363e-05,2.0507e-06,0.000105102
7985,1,0.00263369,0.00309996,0.999992,1,-27,-31,-0.984006,41.1214,8.98128e-05,5.65244e-05,1.75968e-06,0.000106134
8041,1,0.00286573,0.00319642,0.999991,1,-27,-30,-0.987122,40.3729,8.56872e-05,6.06685e-05,1.28051e-06,0.000104998
8097,1,0.00298705,0.00334673,0.99999,1,-27,-29,-0.990463,39.6356,8.23974e-05,6.56906e-05,9.37585e-07,0.000105383
8152,1,0.00311573,0.00342453,0.999989,1,-27,-28,-0.993897,38.91,7.85242e-05,7.01223e-05,4.72473e-07,0.000105278
8204,1,0.00344584,0.00327525,0.999989,1,-27,-26.237,-1,37.6614,7.24531e-05,7.93843e-05,-7.04421e-07,0.000107479
8205,1,0.00325792,0.00340127,0.999989,1,-27,-27,-0.997407,38.1968,7.54061e-05,7.55038e-05,-8.0105e-08,0.000106709
8769,1,0.00357487,-0.00310299,0.999989,1,-27,26.023,-1,37.5126,6.83405e-05,-7.32131e-05,-9.23751e-07,0.000100157
8816,1,0.00336095,-0.00324382,0.999989,1,-27,27,-0.996906,38.1968,7.41612e-05,-7.024e-05,-9.66845e-08,0.000102145
8865,1,0.00309821,-0.0033956,0.999989,1,-27,28,-0.993486,38.91,7.79286e-05,-6.54553e-05,5.00699e-07,0.000101772
8917,1,0.00287178,-0.00341226,0.99999,1,-27,29,-0.990022,39.6356,8.13139e-05,-6.05448e-05,1.00207e-06,0.000101384
8971,1,0.00268244,-0.0033177,0.999991,1,-27,30,-0.986581,40.3729,8.39587e-05,-5.47996e-05,1.39745e-06,0.00010027
9027,1,0.002543,-0.00312827,0.999992,1,-27,31,-0.98332,41.1214,8.67183e-05,-4.91641e-05,1.78738e-06,9.97014e-05
9083,1,0.00242564,-0.00290333,0.999993,1,-27,32,-0.980272,41.8803,8.96783e-05,-4.36763e-05,2.01574e-06,9.97691e-05
9139,1,0.0023741,-0.00261981,0.999994,1,-27,33,-0.977473,42.6492,9.28126e-05,-3.83718e-05,2.25652e-06,0.000100457
9195,1,0.00236042,-0.002315,0.999995,1,-27,34,-0.975003,43.4275,9.64098e-05,-3.36008e-05,2.53112e-06,0.000102129
9252,1,0.00232105,-0.00205866,0.999995,1,-27,35,-0.972822,44.2148,9.97472e-05,-2.87088e-05,2.76733e-06,0.000103833
9310,1,0.00243305,-0.00168774,0.999996,1,-27,36,-0.970871,45.0105,0.000102348,-2.32001e-05,2.96537e-06,0.000104987
9368,1,0.00255724,-0.00132806,0.999996,1,-27,37,-0.969438,45.8142,0.000106748,-1.97539e-05,3.21312e-06,0.000108608
9426,1,0.00266731,-0.00103015,0.999996,1,-27,38,-0.968211,46.6255,0.000110058,-1.55138e-05,3.40336e-06,0.000111198
9484,1,0.00279477,-0.000739037,0.999996,1,-27,39,-0.967376,47.444,0.000115078,-1.3387e-05,3.61219e-06,0.00011591
9542,1,0.00282698,-0.000581197,0.999996,1,-27,40,-0.966732,48.2694,0.000119803,-1.13904e-05,3.86347e-06,0.000120405
9600,1,0.00286471,-0.000467107,0.999996,1,-27,41,-0.966213,49.1013,0.000123877,-9.23503e-06,4.10779e-06,0.000124289
9658,1,0.00279519,-0.000523768,0.999996,1,-27,42,-0.965798,49.9393,0.000127966,-7.65383e-06,4.30153e-06,0.000128267
9716,1,0.00294246,-0.000498184,0.999996,1,-27,43,-0.965166,50.7832,0.00012919,-3.92641e-06,4.29601e-06,0.000129321
9774,1,0.00320315,-0.00037532,0.999995,1,-27,44,-0.964803,51.6327,0.000132001,-3.43989e-06,4.37641e-06,0.000132118
9832,1,0.0030939,-0.000226068,0.999995,1,-27,45,-0.964416,52.4874,0.000132902,-3.16794e-06,4.34023e-06,0.00013301
9890,1,0.00280911,6.50165e-05,0.999996,1,-27,46,-0.964351,53.3473,0.000134551,-1.32685e-06,4.38403e-06,0.000134629
9948,1,0.00288463,0.000115367,0.999996,1,-27,47,-0.964546,54.2119,0.000136856,2.24508e-06,4.51232e-06,0.000136949
10006,1,0.00310954,3.52908e-05,0.999995,1,-27,48,-0.964582,55.0811,0.000137081,2.64006e-06,4.49416e-06,0.00013718
8203,1,0.00320564,0.00351865,0.999989,1,-26.2013,-27,-1,37.6365,7.80462e-05,7.10407e-05,-7.55679e-07,0.000105539
8815,1,0.00318279,-0.00350131,0.999989,1,-26.0603,27,-1,37.5385,7.79115e-05,-6.52134e-05,-8.47667e-07,0.000101606
1553,1,0.00319234,0.00354798,0.999989,1,-26,-27,-1.00063,37.4967,7.8678e-05,6.98825e-05,-9.27504e-07,0.000105236
1606,1,0.00333727,0.00349129,0.999988,1,-26,-26,-1.00411,36.7833,7.46576e-05,7.4885e-05,-1.67059e-06,0.000105756
1660,1,0.00359689,0.00347224,0.999987,1,-26,-25,-1.00749,36.0834,6.93619e-05,7.95284e-05,-2.68773e-06,0.000105561
1716,1,0.00406721,0.0036401,0.999985,1,-26,-24,-1.01092,35.398,6.27439e-05,8.28426e-05,-3.80182e-06,0.000103991
1774,1,0.00383242,0.0052473,0.999979,1,-26,-23,-1.01461,34.7279,5.08768e-05,7.9993e-05,-5.18897e-06,9.49435e-05
1835,1,0.00409339,0.0075059,0.999963,1,-26,-22,-1.02116,34.0741,5.49861e-05,9.25114e-05,-6.40432e-06,0.000107809
1901,1,0.00503655,0.0116123,0.99992,1,-26,-21,-1.02922,33.4374,4.41516e-05,8.66131e-05,-7.63286e-06,9.75165e-05
1984,1,0.00497693,0.0211006,0.999765,1,-26,-20,-1.04366,32.819,4.11569e-05,8.3697e-05,-8.4983e-06,9.36552e-05
2081,1,0.0050531,0.0375618,0.999282,1,-26,-19,-1.06983,32.2202,5.18753e-05,8.01861e-05,-8.67655e-06,9.58965e-05
2178,1,0.00560867,0.060024,0.998181,1,-26,-18,-1.11513,31.6424,0.000105252,7.41701e-05,-8.04208e-06,0.000129011
2284,1,0.00656482,0.0691007,0.997588,1,-26,-17,-1.18226,31.0869,0.000286216,6.048e-05,-4.18897e-06,0.000292566
2380,1,0.00751282,0.0573348,0.998327,1,-26,-16,-1.24244,30.5539,0.000389579,4.8379e-05,-3.59777e-06,0.000392588
2468,1,0.00842608,0.03305,0.999418,1,-26,-15,-1.28581,30.0442,0.000479441,3.03041e-05,-3.72703e-06,0.000480412
2552,1,0.00827543,0.00524982,0.999952,1,-26,-14,-1.3016,29.5583,0.000460154,1.54577e-05,-6.98254e-06,0.000460466
2630,1,0.00760106,-0.0134201,0.999881,1,-26,-13,-1.29518,29.0977,0.000404268,5.91982e-06,-9.60735e-06,0.000404426
2706,1,0.00691231,-0.0196578,0.999783,1,-26,-12,-1.27768,28.6641,0.000320447,3.01357e-07,-1.24148e-05,0.000320688
2797,1,0.00694999,-0.0171141,0.999829,1,-26,-11,-1.26004,28.2593,0.000253275,-2.22641e-06,-1.42532e-05,0.000253685
2888,1,0.00614088,-0.00806424,0.999949,1,-26,-10,-1.24696,27.8847,0.000192533,-1.68414e-05,-1.6352e-05,0.000193959
2983,1,0.0044726,0.00428548,0.999981,1,-26,-9,-1.24555,27.5418,0.000173534,-1.34449e-05,-1.91066e-05,0.000175099
3076,1,0.00414155,0.0141933,0.999891,1,-26,-8,-1.25468,27.2319,0.000186736,-8.73359e-06,-1.94954e-05,0.000187954
3171,1,0.00432824,0.0209944,0.99977,1,-26,-7,-1.27107,26.9558,0.000202352,-8.40141e-06,-1.94584e-05,0.000203459
3262,1,0.00394253,0.0262002,0.999649,1,-26,-6,-1.29229,26.7146,0.000221278,-1.27753e-05,-2.12651e-05,0.000222664
3354,1,0.00361867,0.0291985,0.999567,1,-26,-5,-1.31782,26.5092,0.000267507,-6.83471e-06,-2.32802e-05,0.000268605
3445,1,0.00595538,0.0247849,0.999675,1,-26,-4,-1.34417,26.3402,0.000329603,2.29505e-06,-2.45413e-05,0.000330523
3534,1,0.00661007,0.0179305,0.999817,1,-26,-3,-1.36166,26.2079,0.000325105,-2.70792e-05,-2.87987e-05,0.0003275
3623,1,0.0028218,0.0168705,0.999854,1,-26,-2,-1.37581,26.1131,0.000326506,-3.27764e-05,-3.06025e-05,0.000329571
3712,1,0.000560639,0.012197,0.999925,1,-26,-1,-1.39134,26.0564,0.000383618,-1.06282e-05,-2.69447e-05,0.00038471
3801,1,0.000413422,-0.0022956,0.999997,1,-26,0,-1.39725,26.0375,0.000403185,3.63324e-06,-2.56757e-05,0.000404018
3890,1,0.000284924,-0.0128966,0.999917,1,-26,1,-1.38729,26.0562,0.000351264,1.82873e-05,-3.13116e-05,0.000353131
3979,1,0.00257607,-0.0147759,0.999888,1,-26,2,-1.37459,26.113,0.000322442,4.16941e-05,-3.12336e-05,0.000326623
4068,1,0.00598258,-0.0175432,0.999828,1,-26,3,-1.36129,26.2079,0.000322636,3.57026e-05,-2.84846e-05,0.000325853
4157,1,0.00598638,-0.0238728,0.999697,1,-26,4,-1.34364,26.3402,0.000314308,1.51863e-05,-2.41846e-05,0.000315603
4248,1,0.00404517,-0.0282325,0.999593,1,-26,5,-1.31908,26.5092,0.000271677,1.2795e-05,-2.20589e-05,0.000272871
4339,1,0.00377812,-0.026717,0.999636,1,-26,6,-1.29349,26.7147,0.000225725,2.02661e-05,-2.18667e-05,0.000227685
4430,1,0.0041135,-0.0222695,0.999744,1,-26,7,-1.27147,26.9558,0.00020411,1.72391e-05,-2.07047e-05,0.00020588
4523,1,0.0040393,-0.0146137,0.999885,1,-26,8,-1.2536,27.2318,0.000170763,1.85176e-05,-1.92315e-05,0.000172837
4618,1,0.00529393,-0.00261475,0.999983,1,-26,9,-1.24522,27.5418,0.000167358,2.49051e-05,-1.81441e-05,0.000170171
4713,1,0.00628995,0.00876591,0.999942,1,-26,10,-1.24888,27.8848,0.000202532,1.40836e-05,-1.65787e-05,0.000203697
4806,1,0.00634347,0.0160855,0.999851,1,-26,11,-1.26097,28.2593,0.00025762,1.0676e-05,-1.43979e-05,0.000258243
4914,1,0.00679295,0.0185854,0.999804,1,-26,12,-1.27775,28.6641,0.000318457,7.59474e-06,-1.22678e-05,0.000318784
4988,1,0.00758311,0.0139221,0.999874,1,-26,13,-1.29423,29.0977,0.000382884,2.25748e-06,-1.00854e-05,0.000383024
5064,1,0.00834853,-0.00482515,0.999954,1,-26,14,-1.30255,29.5584,0.00047386,-8.46975e-06,-7.28814e-06,0.000473992
5144,1,0.00823912,-0.0339575,0.999389,1,-26,15,-1.28564,30.0442,0.000467728,-2.40369e-05,-3.90478e-06,0.000468361
5228,1,0.00734958,-0.0578856,0.998296,1,-26,16,-1.24173,30.5539,0.000385463,-4.03954e-05,-3.7741e-06,0.000387592
5318,1,0.00653943,-0.069231,0.997579,1,-26,17,-1.18108,31.0869,0.000279141,-5.30283e-05,-4.4176e-06,0.000284168
5417,1,0.00551146,-0.0598847,0.99819,1,-26,18,-1.11413,31.6424,0.000100267,-6.71418e-05,-8.04773e-06,0.000120939
5514,1,0.00486689,-0.0375607,0.999282,1,-26,19,-1.06884,32.2202,4.66841e-05,-7.21379e-05,-8.77236e-06,8.63726e-05
5611,1,0.00483123,-0.0211081,0.999766,1,-26,20,-1.04261,32.819,3.55919e-05,-7.51754e-05,-8.5509e-06,8.36136e-05
5695,1,0.00465998,-0.011842,0.999919,1,-26,21,-1.0282,33.4374,3.99637e-05,-7.90504e-05,-7.51031e-06,8.88958e-05
5760,1,0.00428379,-0.00724342,0.999965,1,-26,22,-1.01964,34.074,4.48503e-05,-7.85841e-05,-6.52779e-06,9.07172e-05
5820,1,0.00407994,-0.00488658,0.99998,1,-26,23,-1.01409,34.7279,5.12279e-05,-7.63142e-05,-5.18856e-06,9.20602e-05
5878,1,0.00387433,-0.00376983,0.999985,1,-26,24,-1.0101,35.398,5.87539e-05,-7.4783e-05,-3.86729e-06,9.51813e-05
5934,1,0.00367911,-0.00332303,0.999988,1,-26,25,-1.00671,36.0834,6.58245e-05,-7.16607e-05,-2.73532e-06,9.73428e-05
5989,1,0.00345014,-0.00331731,0.999989,1,-26,26,-1.00358,36.7832,7.34208e-05,-6.92392e-05,-1.68944e-06,0.000100933
6042,1,0.0031713,-0.00351777,0.999989,1,-26,27,-1.00019,37.4967,7.81417e-05,-6.48812e-05,-8.96328e-07,0.00010157
7004,1,0.00276065,-0.000305666,0.999996,1,-26,-48,-0.967674,54.598,0.000147159,2.63485e-06,4.01547e-06,0.000147237
7062,1,0.00291965,-0.000180635,0.999996,1,-26,-47,-0.967368,53.7209,0.000144181,5.25122e-06,3.83831e-06,0.000144327
7120,1,0.00316738,0.000190558,0.999995,1,-26,-46,-0.967312,52.8482,0.000142332,6.21671e-06,3.77548e-06,0.000142518
7178,1,0.00325363,0.000397797,0.999995,1,-26,-45,-0.967749,51.9802,0.000142622,6.6542e-06,3.84139e-06,0.000142829
7236,1,0.0031898,0.000308109,0.999995,1,-26,-44,-0.968108,51.1169,0.000141101,7.23024e-06,3.81155e-06,0.000141337
7294,1,0.00306308,0.000280505,0.999995,1,-26,-43,-0.968366,50.2587,0.000138476,8.78309e-06,3.74669e-06,0.000138805
7352,1,0.00287657,0.000456201,0.999996,1,-26,-42,-0.96867,49.4059,0.000134551,9.90421e-06,3.63984e-06,0.000134965
7410,1,0.0028433,0.000547874,0.999996,1,-26,-41,-0.969279,48.5586,0.000132534,1.34557e-05,3.50368e-06,0.000133261
7468,1,0.0029857,0.000521343,0.999995,1,-26,-40,-0.969767,47.7173,0.00012784,1.47805e-05,3.25747e-06,0.000128733
7526,1,0.00291028,0.000736967,0.999995,1,-26,-39,-0.970323,46.8822,0.000122198,1.56772e-05,3.02242e-06,0.000123237
7584,1,0.00271034,0.00110153,0.999996,1,-26,-38,-0.971244,46.0537,0.000117906,1.84344e-05,2.78481e-06,0.000119371
7642,1,0.00263818,0.00136811,0.999996,1,-26,-37,-0.972532,45.2321,0.000114542,2.24523e-05,2.55824e-06,0.00011675
7700,1,0.00278494,0.00143357,0.999995,1,-26,-36,-0.973989,44.4179,0.000110727,2.63292e-05,2.34456e-06,0.000113839
7759,1,0.0027652,0.00169841,0.999995,1,-26,-35,-0.975411,43.6114,0.000103757,2.73943e-05,1.95682e-06,0.00010733
7817,1,0.00240541,0.00233069,0.999994,1,-26,-34,-0.977401,42.813,9.90666e-05,3.11698e-05,1.77461e-06,0.00010387
7873,1,0.00218763,0.00286314,0.999994,1,-26,-33,-0.9801,42.0233,9.73296e-05,3.79573e-05,1.60545e-06,0.000104482
7929,1,0.00223623,0.0031697,0.999992,1,-26,-32,-0.983169,41.2428,9.54964e-05,4.46852e-05,1.27131e-06,0.000105442
7986,1,0.00238842,0.00338133,0.999991,1,-26,-31,-0.986495,40.4719,9.30692e-05,5.07048e-05,9.87706e-07,0.00010599
8042,1,0.00267741,0.00342986,0.999991,1,-26,-30,-0.99,39.7112,9.0764e-05,5.67815e-05,6.46306e-07,0.000107064
8098,1,0.00293019,0.00347449,0.99999,1,-26,-29,-0.993438,38.9614,8.64828e-05,6.08155e-05,8.82787e-08,0.000105725
8154,1,0.00316868,0.00354892,0.999989,1,-26,-27.1809,-1,37.6272,7.94863e-05,6.91527e-05,-8.18585e-07,0.000105361
8155,1,0.00306019,0.00355268,0.999989,1,-26,-28,-0.997042,38.223,8.29871e-05,6.57065e-05,-3.32406e-07,0.00010585
8817,1,0.00315815,-0.00352389,0.999989,1,-26,27.0544,-1,37.5359,7.83549e-05,-6.46321e-05,-8.61346e-07,0.000101575
8866,1,0.00292875,-0.00362906,0.999989,1,-26,28,-0.996552,38.2229,8.18723e-05,-6.01499e-05,-2.61662e-07,0.000101593
8918,1,0.00272483,-0.00361116,0.99999,1,-26,29,-0.99283,38.9613,8.46015e-05,-5.44191e-05,2.1876e-07,0.000100593
8972,1,0.00257521,-0.0034626,0.999991,1,-26,30,-0.989233,39.7112,8.73981e-05,-4.87737e-05,6.75484e-07,0.000100089
9028,1,0.00245065,-0.00324982,0.999992,1,-26,31,-0.985826,40.4719,9.04071e-05,-4.32576e-05,9.44242e-07,0.000100228
9084,1,0.0023977,-0.00295697,0.999993,1,-26,32,-0.98267,41.2428,9.36321e-05,-3.79202e-05,1.23228e-06,0.000101027
9140,1,0.00238551,-0.00263203,0.999994,1,-26,33,-0.979862,42.0233,9.74157e-05,-3.31623e-05,1.54697e-06,0.000102917
9196,1,0.00234709,-0.00235346,0.999994,1,-26,34,-0.977369,42.813,0.000100948,-2.82526e-05,1.81492e-06,0.000104843
9253,1,0.00247548,-0.00194624,0.999995,1,-26,35,-0.975128,43.6114,0.000103658,-2.26054e-05,2.03879e-06,0.000106113
9311,1,0.00261322,-0.00155137,0.999995,1,-26,36,-0.973458,44.4179,0.000108446,-1.92876e-05,2.3169e-06,0.000110172
9369,1,0.00273436,-0.00122022,0.999996,1,-26,37,-0.972014,45.2321,0.000112079,-1.50821e-05,2.53932e-06,0.000113118
9427,1,0.00287294,-0.000893273,0.999995,1,-26,38,-0.97101,46.0537,0.000117646,-1.31926e-05,2.78623e-06,0.000118416
9485,1,0.00289895,-0.000710025,0.999996,1,-26,39,-0.970224,46.8822,0.000122904,-1.1426e-05,3.05617e-06,0.000123472
9543,1,0.00291418,-0.000559842,0.999996,1,-26,40,-0.969587,47.7173,0.000127484,-9.48208e-06,3.29787e-06,0.000127879
9601,1,0.00278447,-0.000566481,0.999996,1,-26,41,-0.969102,48.5586,0.0001322,-8.13812e-06,3.53784e-06,0.000132498
9659,1,0.00285344,-0.000437913,0.999996,1,-26,42,-0.968453,49.4058,0.000133912,-4.2162e-06,3.62174e-06,0.000134027
9717,1,0.00307267,-0.000225486,0.999995,1,-26,43,-0.968225,50.2587,0.000138119,-3.3206e-06,3.78991e-06,0.000138211
9775,1,0.00316818,-0.000277149,0.999995,1,-26,44,-0.968001,51.1169,0.00014103,-1.97847e-06,3.83308e-06,0.000141096
9833,1,0.00325061,-0.000366307,0.999995,1,-26,45,-0.967671,51.9802,0.000142565,-1.18025e-06,3.83175e-06,0.000142621
9891,1,0.00317864,-0.000168376,0.999995,1,-26,46,-0.967268,52.8482,0.000142275,-8.34604e-07,3.78298e-06,0.000142328
9949,1,0.00293074,0.000202486,0.999996,1,-26,47,-0.967334,53.7209,0.000143991,2.65184e-07,3.8437e-06,0.000144043
10007,1,0.00276065,0.000339585,0.999996,1,-26,48,-0.967674,54.598,0.000147159,2.63485e-06,4.01547e-06,0.000147237
8153,1,0.00315215,0.00368314,0.999988,1,-25.037,-28,-1,37.5746,8.66405e-05,5.98908e-05,-1.32983e-06,0.000105334
1503,1,0.00315561,0.00368815,0.999988,1,-25,-28,-1.00011,37.55,8.67746e-05,5.96622e-05,-1.36837e-06,0.000105315
1554,1,0.00329181,0.00367791,0.999988,1,-25,-27,-1.00377,36.8104,8.26762e-05,6.4125e-05,-1.92572e-06,0.000104647
1607,1,0.00342671,0.00364018,0.999987,1,-25,-26,-1.00733,36.0834,7.73443e-05,6.7783e-05,-2.72038e-06,0.000102879
1661,1,0.00357595,0.00374404,0.999987,1,-25,-25,-1.0109,35.3698,7.20479e-05,7.25043e-05,-3.65288e-06,0.00010228
1717,1,0.00385622,0.00413988,0.999984,1,-25,-24,-1.01466,34.6703,6.64204e-05,7.68045e-05,-4.87196e-06,0.000101658
1775,1,0.00437435,0.00494934,0.999978,1,-25,-23,-1.01899,33.9859,6.05436e-05,7.96059e-05,-6.18607e-06,0.000100204
1836,1,0.004117,0.00787398,0.999961,1,-25,-22,-1.02431,33.3174,4.80482e-05,7.54891e-05,-7.53793e-06,8.98e-05
1902,1,0.00443362,0.0125786,0.999911,1,-25,-21,-1.03429,32.666,5.56677e-05,8.7762e-05,-8.55899e-06,0.00010428
1985,1,0.00555012,0.0211177,0.999762,1,-25,-20,-1.04865,32.0328,4.81054e-05,7.9347e-05,-9.68529e-06,9.32946e-05
2082,1,0.00566287,0.0378248,0.999268,1,-25,-19,-1.07484,31.419,5.77907e-05,7.3346e-05,-1.00102e-05,9.39128e-05
2179,1,0.00613806,0.0609126,0.998124,1,-25,-18,-1.12049,30.8262,0.000112822,6.5737e-05,-9.1344e-06,0.000130895
2285,1,0.00738427,0.0700473,0.997516,1,-25,-17,-1.18873,30.2558,0.000305688,5.33196e-05,-5.61966e-06,0.000310354
2381,1,0.00835131,0.058253,0.998267,1,-25,-16,-1.24929,29.7079,0.000407755,3.43422e-05,-5.98283e-06,0.000409242
2469,1,0.00917591,0.0336393,0.999392,1,-25,-15,-1.29375,29.1835,0.000505668,1.95611e-05,-6.42216e-06,0.000506087
2553,1,0.00946951,0.00474625,0.999944,1,-25,-14,-1.3094,28.683,0.000481489,4.11201e-07,-1.02799e-05,0.000481599
2631,1,0.00858827,-0.0143268,0.99986,1,-25,-13,-1.30222,28.2081,0.000417756,-1.34615e-05,-1.31659e-05,0.000418181
2707,1,0.00738976,-0.0204203,0.999764,1,-25,-12,-1.2839,27.7606,0.00032728,-2.11232e-05,-1.59367e-05,0.000328348
2798,1,0.00648122,-0.0170528,0.999834,1,-25,-11,-1.26577,27.3423,0.000255057,-2.48422e-05,-1.77011e-05,0.000256874
2889,1,0.00642385,-0.00901684,0.999939,1,-25,-10,-1.25332,26.955,0.000204863,-2.57889e-05,-1.89245e-05,0.000207346
2984,1,0.00538822,0.00250372,0.999982,1,-25,-9,-1.24958,26.6,0.000165588,-4.08105e-05,-2.2612e-05,0.000172035
3077,1,0.00327502,0.0137077,0.999901,1,-25,-8,-1.25783,26.2789,0.000175852,-3.64851e-05,-2.37303e-05,0.000181158
3172,1,0.00254498,0.0210332,0.999776,1,-25,-7,-1.2742,25.9928,0.000193134,-3.09562e-05,-2.57691e-05,0.000197289
3263,1,0.00273533,0.0256963,0.999666,1,-25,-6,-1.29548,25.7425,0.000212556,-2.99454e-05,-3.11316e-05,0.0002169
3355,1,0.00278088,0.0290102,0.999575,1,-25,-5,-1.32001,25.5292,0.00024356,-3.37848e-05,-3.76395e-05,0.000248757
3446,1,0.00310856,0.0273299,0.999622,1,-25,-4,-1.34701,25.3538,0.000301127,-2.62182e-05,-4.01011e-05,0.000304915
3535,1,0.00576944,0.0182715,0.999816,1,-25,-3,-1.36833,25.2165,0.000335693,-1.41892e-05,-4.16284e-05,0.000338562
3624,1,0.00574257,0.012478,0.999906,1,-25,-2,-1.3792,25.1178,0.000311089,-4.18699e-05,-4.2136e-05,0.00031671
3713,1,0.000143311,0.00916177,0.999958,1,-25,-1,-1.3903,25.0586,0.000341461,-3.92096e-05,-3.68232e-05,0.000345672
3802,1,-0.00347844,-0.00244112,0.999991,1,-25,0,-1.39531,25.0389,0.000363328,4.22466e-06,-3.44281e-05,0.00036498
3891,1,-8.69445e-05,-0.00994163,0.999951,1,-25,1,-1.386,25.0584,0.000306015,4.88975e-05,-4.16626e-05,0.000312685
3980,1,0.00515811,-0.0107675,0.999929,1,-25,2,-1.37783,25.1177,0.000308119,5.1417e-05,-4.19223e-05,0.00031518
4069,1,0.00582603,-0.0173066,0.999833,1,-25,3,-1.36703,25.2164,0.000323374,3.34404e-05,-4.21109e-05,0.000327814
4158,1,0.00353133,-0.0259696,0.999656,1,-25,4,-1.34735,25.3538,0.00029694,3.30634e-05,-4.03927e-05,0.000301493
4249,1,0.00253308,-0.028675,0.999586,1,-25,5,-1.32113,25.5293,0.000246292,4.23357e-05,-3.64861e-05,0.000252554
4340,1,0.00249969,-0.026205,0.999653,1,-25,6,-1.29646,25.7426,0.000215926,3.99654e-05,-3.13944e-05,0.000221827
4431,1,0.00250078,-0.0221854,0.999751,1,-25,7,-1.27445,25.9928,0.000194244,4.18087e-05,-2.69856e-05,0.000200517
4524,1,0.00412349,-0.0132537,0.999904,1,-25,8,-1.25677,26.2789,0.00015766,4.9072e-05,-2.35259e-05,0.000166788
4619,1,0.00547783,-0.0014319,0.999984,1,-25,9,-1.25066,26.6001,0.000174312,3.77208e-05,-2.08773e-05,0.000179564
4714,1,0.00570062,0.00883598,0.999945,1,-25,10,-1.25418,26.955,0.000203369,3.52181e-05,-1.95992e-05,0.000207324
4807,1,0.00635199,0.0165843,0.999842,1,-25,11,-1.26653,27.3424,0.0002599,3.37047e-05,-1.78394e-05,0.000262683
4915,1,0.00741167,0.0194722,0.999783,1,-25,12,-1.2839,27.7606,0.000325059,2.99804e-05,-1.58919e-05,0.000326825
4989,1,0.00858192,0.0148732,0.999853,1,-25,13,-1.30133,28.208,0.000397135,2.09877e-05,-1.37695e-05,0.000397928
5065,1,0.00931962,-0.00452853,0.999946,1,-25,14,-1.31037,28.683,0.000496352,6.69857e-06,-1.0535e-05,0.000496509
5145,1,0.00897843,-0.0345779,0.999362,1,-25,15,-1.29329,29.1834,0.000491575,-1.06624e-05,-6.59493e-06,0.000491735
5229,1,0.00833937,-0.0586319,0.998245,1,-25,16,-1.24854,29.7079,0.000403976,-2.59227e-05,-6.00069e-06,0.000404852
5319,1,0.00728607,-0.0702327,0.997504,1,-25,17,-1.18755,30.2557,0.000298752,-4.56434e-05,-5.78368e-06,0.000302274
5418,1,0.00592986,-0.0608723,0.998128,1,-25,18,-1.11931,30.8262,0.000106758,-5.70154e-05,-9.31351e-06,0.000121387
5515,1,0.00549677,-0.037784,0.999271,1,-25,19,-1.07366,31.419,5.19909e-05,-6.40426e-05,-1.00981e-05,8.31052e-05
5612,1,0.00513132,-0.021349,0.999759,1,-25,20,-1.0475,32.0328,4.35061e-05,-7.11103e-05,-9.56127e-06,8.39099e-05
5696,1,0.0046431,-0.0122704,0.999914,1,-25,21,-1.03262,32.666,4.46757e-05,-7.25164e-05,-8.71499e-06,8.56183e-05
5761,1,0.00439067,-0.00747202,0.999962,1,-25,22,-1.02374,33.3174,4.86696e-05,-7.15508e-05,-7.53398e-06,8.6862e-05
5821,1,0.00415949,-0.00509766,0.999978,1,-25,23,-1.01809,33.9858,5.62597e-05,-7.08621e-05,-6.27089e-06,9.06968e-05
5879,1,0.00394507,-0.00397824,0.999984,1,-25,24,-1.0138,34.6703,6.26359e-05,-6.82789e-05,-4.92706e-06,9.27876e-05
5935,1,0.0036985,-0.00355321,0.999987,1,-25,25,-1.01032,35.3698,7.07774e-05,-6.64292e-05,-3.67394e-06,9.71379e-05
5990,1,0.00340096,-0.00360749,0.999988,1,-25,26,-1.00685,36.0834,7.68594e-05,-6.24151e-05,-2.68925e-06,9.90467e-05
6043,1,0.0031433,-0.00376516,0.999988,1,-25,27,-1.00324,36.8104,8.15649e-05,-5.81562e-05,-1.84769e-06,0.000100192
7005,1,0.00284953,0.000315805,0.999996,1,-25,-48,-0.970104,54.1289,0.000151318,2.87714e-06,3.08194e-06,0.000151376
7063,1,0.00320065,0.000325608,0.999995,1,-25,-47,-0.97042,53.2442,0.00015298,6.63752e-06,3.18815e-06,0.000153157
